40,0.9,16150.0
40,0.95,58074.0
45,0.0,450.0
45,0.05,460.0
45,0.1,514.0
45,0.15,526.0
45,0.2,582.0
45,0.25,644.0
45,0.3,620.0
45,0.35,744.0
45,0.4,804.0
45,0.45,912.0
45,0.5,996.0
45,0.55,1116.0
45,0.6,1480.0
45,0.65,1662.0
45,0.7,2326.0
45,0.75,3584.0
45,0.8,4740.0
45,0.85,7372.0
45,0.9,14128.0
45,0.95,67514.0
50,0.0,500.0
50,0.05,522.0
50,0.1,532.0
50,0.15,594.0
50,0.2,650.0
50,0.25,668.0
50,0.3,752.0
50,0.35,808.0
50,0.4,882.0
50,0.45,992.0
50,0.5,1082.0
50,0.55,1344.0
50,0.6,1532.0
50,0.65,1968.0
50,0.7,2604.0
50,0.75,3418.0
50,0.8,5466.0
50,0.85,9172.0
50,0.9,19006.0
50,0.95,72348.0
55,0.0,550.0
55,0.05,576.0
55,0.1,628.0
55,0.15,634.0
55,0.2,706.0
55,0.25,720.0
55,0.3,818.0
55,0.35,884.0
55,0.4,974.0
55,0.45,1126.0
55,0.5,1240.0
55,0.55,1374.0
55,0.6,1756.0
55,0.65,2114.0
55,0.7,2610.0
55,0.75,3700.0
55,0.8,5348.0
55,0.85,8738.0
55,0.9,19502.0
55,0.95,72784.0
60,0.0,600.0
60,0.05,638.0
60,0.1,656.0
60,0.15,734.0
60,0.2,786.0
60,0.25,838.0
60,0.3,858.0
60,0.35,982.0
60,0.4,1042.0
60,0.45,1212.0
60,0.5,1376.0
60,0.55,1630.0
60,0.6,1814.0
60,0.65,2374.0
60,0.7,3078.0
60,0.75,3764.0
60,0.8,5754.0
60,0.85,9658.0
60,0.9,21626.0
60,0.95,91020.0
65,0.0,650.0
65,0.05,680.0
65,0.1,720.0
65,0.15,748.0
65,0.2,798.0
65,0.25,900.0
65,0.3,992.0
65,0.35,1038.0
65,0.4,1094.0
65,0.45,1322.0
65,0.5,1522.0
65,0.55,1682.0
65,0.6,2354.0
65,0.65,2466.0
65,0.7,3336.0
65,0.75,4770.0
65,0.8,6436.0
65,0.85,11128.0
65,0.9,22894.0
65,0.95,88914.0
70,0.0,700.0
70,0.05,728.0
70,0.1,788.0
70,0.15,850.0
70,0.2,922.0
70,0.25,938.0
70,0.3,1080.0
70,0.35,1058.0
70,0.4,1324.0
70,0.45,1516.0
70,0.5,1556.0
70,0.55,1796.0
70,0.6,2104.0
70,0.65,2722.0
70,0.7,3266.0
70,0.75,5014.0
70,0.8,7340.0
70,0.85,11884.0
70,0.9,26600.0
70,0.95,90518.0
75,0.0,750.0
75,0.05,790.0
75,0.1,828.0
75,0.15,902.0
75,0.2,978.0
75,0.25,1026.0
75,0.3,1062.0
75,0.35,1214.0
75,0.4,1344.0
75,0.45,1532.0
75,0.5,1660.0
75,0.55,1824.0
75,0.6,2370.0
75,0.65,2758.0
75,0.7,3742.0
75,0.75,5654.0
75,0.8,7716.0
75,0.85,11898.0
75,0.9,26454.0
75,0.95,101508.0
80,0.0,800.0
80,0.05,842.0
80,0.1,902.0
80,0.15,952.0
80,0.2,974.0
80,0.25,1034.0
80,0.3,1130.0
80,0.35,1214.0
80,0.4,1376.0
80,0.45,1780.0
80,0.5,1854.0
80,0.55,2264.0
80,0.6,2528.0
80,0.65,2974.0
80,0.7,4234.0
80,0.75,5498.0
80,0.8,8516.0
80,0.85,14276.0
80,0.9,26344.0
80,0.95,113210.0
85,0.0,850.0
85,0.05,898.0
85,0.1,946.0
85,0.15,1004.0
85,0.2,1064.0
85,0.25,1190.0
85,0.3,1278.0
85,0.35,1422.0
85,0.4,1520.0
85,0.45,1794.0
85,0.5,2010.0
85,0.55,2176.0
85,0.6,2690.0
85,0.65,3134.0
85,0.7,4142.0
85,0.75,6150.0
85,0.8,8484.0
85,0.85,15022.0
85,0.9,29588.0
85,0.95,113086.0
90,0.0,900.0
90,0.05,952.0
90,0.1,986.0
90,0.15,1048.0
90,0.2,1134.0
90,0.25,1162.0
90,0.3,1310.0
90,0.35,1386.0
90,0.4,1526.0
90,0.45,1802.0
90,0.5,1924.0
90,0.55,2262.0
90,0.6,2908.0
90,0.65,3302.0
90,0.7,4552.0
90,0.75,6380.0
90,0.8,9086.0
90,0.85,15016.0
90,0.9,32488.0
90,0.95,120558.0
95,0.0,950.0
95,0.05,990.0
95,0.1,1046.0
95,0.15,1128.0
95,0.2,1216.0
95,0.25,1292.0
95,0.3,1358.0
95,0.35,1548.0
95,0.4,1736.0
95,0.45,2028.0
95,0.5,2234.0
95,0.55,2598.0
95,0.6,3028.0
95,0.65,3712.0
95,0.7,4800.0
95,0.75,6588.0
95,0.8,8976.0
95,0.85,14730.0
95,0.9,34180.0
95,0.95,132252.0
100,0.0,1000.0
100,0.05,1060.0
100,0.1,1138.0
100,0.15,1200.0
100,0.2,1236.0
100,0.25,1394.0
100,0.3,1454.0
100,0.35,1588.0
100,0.4,1812.0
100,0.45,1936.0
100,0.5,2214.0
100,0.55,2476.0
100,0.6,3372.0
100,0.65,4158.0
100,0.7,5094.0
100,0.75,5910.0
100,0.8,10288.0
100,0.85,16874.0
100,0.9,35456.0
100,0.95,146850.0
105,0.0,1050.0
105,0.05,1124.0
105,0.1,1162.0
105,0.15,1222.0
105,0.2,1334.0
105,0.25,1376.0
105,0.3,1586.0
105,0.35,1692.0
105,0.4,1814.0
105,0.45,2140.0
105,0.5,2406.0
105,0.55,2920.0
105,0.6,3216.0
105,0.65,4404.0
105,0.7,5324.0
105,0.75,6966.0
105,0.8,10640.0
105,0.85,18070.0
105,0.9,36508.0
105,0.95,158794.0
110,0.0,1100.0
110,0.05,1160.0
110,0.1,1206.0
110,0.15,1258.0
110,0.2,1348.0
110,0.25,1470.0
110,0.3,1618.0
110,0.35,1714.0
110,0.4,2032.0
110,0.45,2190.0
110,0.5,2516.0
110,0.55,2922.0
110,0.6,3424.0
110,0.65,4600.0
110,0.7,5410.0
110,0.75,7632.0
110,0.8,10868.0
110,0.85,18326.0
110,0.9,39210.0
110,0.95,150186.0
115,0.0,1150.0
115,0.05,1196.0
115,0.1,1318.0
115,0.15,1356.0
115,0.2,1416.0
115,0.25,1520.0
115,0.3,1686.0
115,0.35,1888.0
115,0.4,2128.0
115,0.45,2314.0
115,0.5,2542.0
115,0.55,3084.0
115,0.6,3712.0
115,0.65,4434.0
115,0.7,5594.0
115,0.75,7658.0
115,0.8,11362.0
115,0.85,20036.0
115,0.9,44060.0
115,0.95,158516.0
120,0.0,1200.0
120,0.05,1268.0
120,0.1,1326.0
120,0.15,1386.0
120,0.2,1516.0
120,0.25,1658.0
120,0.3,1810.0
120,0.35,1986.0
120,0.4,2202.0
120,0.45,2458.0
120,0.5,2602.0
120,0.55,3066.0
120,0.6,3548.0
120,0.65,4606.0
120,0.7,5890.0
120,0.75,8648.0
120,0.8,12076.0
120,0.85,22552.0
120,0.9,45330.0
120,0.95,158780.0
125,0.0,1250.0
125,0.05,1324.0
125,0.1,1370.0
125,0.15,1480.0
125,0.2,1630.0
125,0.25,1698.0
125,0.3,1772.0
125,0.35,1992.0
125,0.4,2168.0
125,0.45,2446.0
125,0.5,2902.0
125,0.55,3354.0
125,0.6,3872.0
125,0.65,4862.0
125,0.7,6522.0
125,0.75,8352.0
125,0.8,12766.0
125,0.85,21478.0
125,0.9,44464.0
125,0.95,169282.0
130,0.0,1300.0
130,0.05,1392.0
130,0.1,1426.0
130,0.15,1580.0
130,0.2,1606.0
130,0.25,1682.0
130,0.3,1950.0
130,0.35,2138.0
130,0.4,2336.0
130,0.45,2578.0
130,0.5,2942.0
130,0.55,3460.0
130,0.6,4060.0
130,0.65,5148.0
130,0.7,6328.0
130,0.75,9708.0
130,0.8,13184.0
130,0.85,21796.0
130,0.9,45374.0
130,0.95,170776.0
135,0.0,1350.0
135,0.05,1432.0
135,0.1,1516.0
135,0.15,1558.0
135,0.2,1690.0
135,0.25,1854.0
135,0.3,1982.0
135,0.35,2196.0
135,0.4,2388.0
135,0.45,2770.0
135,0.5,3144.0
135,0.55,3748.0
135,0.6,4252.0
135,0.65,5166.0
135,0.7,6726.0
135,0.75,9594.0
135,0.8,13808.0
135,0.85,23250.0
135,0.9,49848.0
135,0.95,188234.0
140,0.0,1400.0
140,0.05,1474.0
140,0.1,1538.0
140,0.15,1642.0
140,0.2,1762.0
140,0.25,1938.0
140,0.3,2118.0
140,0.35,2172.0
140,0.4,2444.0
140,0.45,2840.0
140,0.5,3114.0
140,0.55,3848.0
140,0.6,4304.0
140,0.65,5780.0
140,0.7,7650.0
140,0.75,9902.0
140,0.8,13884.0
140,0.85,23402.0
140,0.9,51768.0
140,0.95,207234.0
145,0.0,1450.0
145,0.05,1530.0
145,0.1,1610.0
145,0.15,1712.0
145,0.2,1818.0
145,0.25,1990.0
145,0.3,2176.0
145,0.35,2256.0
145,0.4,2668.0
145,0.45,2890.0
145,0.5,3180.0
145,0.55,3848.0
145,0.6,4744.0
145,0.65,5504.0
145,0.7,7938.0
145,0.75,9906.0
145,0.8,14842.0
145,0.85,24296.0
145,0.9,51104.0
145,0.95,183618.0
150,0.0,1500.0
150,0.05,1596.0
150,0.1,1664.0
150,0.15,1736.0
150,0.2,1896.0
150,0.25,2096.0
150,0.3,2148.0
150,0.35,2424.0
150,0.4,2586.0
150,0.45,2966.0
150,0.5,3616.0
150,0.55,3706.0
150,0.6,4838.0
150,0.65,6268.0
150,0.7,7228.0
150,0.75,10500.0
150,0.8,14636.0
150,0.85,26984.0
150,0.9,54548.0
150,0.95,201348.0
155,0.0,1550.0
155,0.05,1632.0
155,0.1,1744.0
155,0.15,1820.0
155,0.2,1960.0
155,0.25,2148.0
155,0.3,2394.0
155,0.35,2532.0
155,0.4,2796.0
155,0.45,3112.0
155,0.5,3432.0
155,0.55,4118.0
155,0.6,4912.0
155,0.65,5908.0
155,0.7,7806.0
155,0.75,10564.0
155,0.8,16084.0
155,0.85,26968.0
155,0.9,59492.0
155,0.95,224284.0
160,0.0,1600.0
160,0.05,1666.0
160,0.1,1770.0
160,0.15,1900.0
160,0.2,2008.0
160,0.25,2198.0
160,0.3,2376.0
160,0.35,2586.0
160,0.4,3040.0
160,0.45,3220.0
160,0.5,3736.0
160,0.55,4242.0
160,0.6,4872.0
160,0.65,6226.0
160,0.7,8214.0
160,0.75,11190.0
160,0.8,17328.0
160,0.85,29476.0
160,0.9,59878.0
160,0.95,226194.0
165,0.0,1650.0
165,0.05,1748.0
165,0.1,1832.0
165,0.15,1956.0
165,0.2,2128.0
165,0.25,2322.0
165,0.3,2420.0
165,0.35,2674.0
165,0.4,2808.0
165,0.45,3344.0
165,0.5,3732.0
165,0.55,4358.0
165,0.6,5348.0
165,0.65,6386.0
165,0.7,8162.0
165,0.75,11008.0
165,0.8,16212.0
165,0.85,26650.0
165,0.9,60606.0
165,0.95,220938.0
170,0.0,1700.0
170,0.05,1798.0
170,0.1,1870.0
170,0.15,1960.0
170,0.2,2112.0
170,0.25,2250.0
170,0.3,2462.0
170,0.35,2776.0
170,0.4,3094.0
170,0.45,3514.0
170,0.5,3852.0
170,0.55,4490.0
170,0.6,5366.0
170,0.65,6392.0
170,0.7,8052.0
170,0.75,11466.0
170,0.8,17522.0
170,0.85,29942.0
170,0.9,63840.0
170,0.95,220928.0
175,0.0,1750.0
175,0.05,1858.0
175,0.1,1948.0
175,0.15,2114.0
175,0.2,2176.0
175,0.25,2352.0
175,0.3,2536.0
175,0.35,2836.0
175,0.4,3090.0
175,0.45,3524.0
175,0.5,3848.0
175,0.55,4646.0
175,0.6,5942.0
175,0.65,6818.0
175,0.7,8598.0
175,0.75,11252.0
175,0.8,17958.0
175,0.85,29472.0
175,0.9,61322.0
175,0.95,240086.0
180,0.0,1800.0
180,0.05,1876.0
180,0.1,2004.0
180,0.15,2116.0
180,0.2,2224.0
180,0.25,2430.0
180,0.3,2592.0
180,0.35,2816.0
180,0.4,3280.0
180,0.45,3602.0
180,0.5,4294.0
180,0.55,4588.0
180,0.6,5918.0
180,0.65,6966.0
180,0.7,9352.0
180,0.75,12780.0
180,0.8,18292.0
180,0.85,29424.0
180,0.9,66126.0
180,0.95,262904.0
185,0.0,1850.0
185,0.05,1940.0
185,0.1,2038.0
185,0.15,2196.0
185,0.2,2308.0
185,0.25,2522.0
185,0.3,2634.0
185,0.35,3028.0
185,0.4,3224.0
185,0.45,3626.0
185,0.5,4384.0
185,0.55,5000.0
185,0.6,5920.0
185,0.65,7160.0
185,0.7,9622.0
185,0.75,12388.0
185,0.8,19180.0
185,0.85,32694.0
185,0.9,69908.0
185,0.95,254194.0
190,0.0,1900.0
190,0.05,1990.0
190,0.1,2106.0
190,0.15,2238.0
190,0.2,2406.0
190,0.25,2478.0
190,0.3,2840.0
190,0.35,2990.0
190,0.4,3360.0
190,0.45,3822.0
190,0.5,4174.0
190,0.55,5156.0
190,0.6,6178.0
190,0.65,7768.0
190,0.7,10054.0
190,0.75,13250.0
190,0.8,19992.0
190,0.85,33368.0
190,0.9,69828.0
190,0.95,263220.0
195,0.0,1950.0
195,0.05,2030.0
195,0.1,2140.0
195,0.15,2308.0
195,0.2,2464.0
195,0.25,2566.0
195,0.3,2890.0
195,0.35,3174.0
195,0.4,3548.0
195,0.45,3872.0
195,0.5,4364.0
195,0.55,5042.0
195,0.6,6102.0
195,0.65,8438.0
195,0.7,10086.0
195,0.75,14062.0
195,0.8,19764.0
195,0.85,33356.0
195,0.9,71516.0
195,0.95,284800.0
